step,phase,step_in_phase,dt,accept_rate,step_size,sigma_range,sigma_bearing
278,sample,179,26.07296859100461,0.68,1.5538543692427037e-05,0.13918527236837885,0.027882111773972516
279,sample,180,26.255645553581417,0.7,1.5538543692427037e-05,0.13917115052970946,0.02788047160067315
280,sample,181,26.10599979199469,0.68,1.5538543692427037e-05,0.13917115052970946,0.02788047160067315
281,sample,182,26.042346137575805,0.7,1.5538543692427037e-05,0.13917427123970663,0.027880872579687865
282,sample,183,26.039612899534404,0.68,1.5538543692427037e-05,0.13917427123970663,0.027880872579687865
283,sample,184,26.121178134344518,0.7,1.5538543692427037e-05,0.13917912828751283,0.02787911588429003
284,sample,185,26.033613381907344,0.7,1.5538543692427037e-05,0.1391726608163213,0.02787999111415391
285,sample,186,26.101391560398042,0.7,1.5538543692427037e-05,0.13915898415113634,0.027880374200074946
286,sample,187,26.081656933762133,0.68,1.5538543692427037e-05,0.13915898415113634,0.027880374200074946
287,sample,188,25.974454677663743,0.68,1.5538543692427037e-05,0.13916211904441284,0.027880063336853465
288,sample,189,25.927207610569894,0.68,1.5538543692427037e-05,0.1391581049807648,0.027878768856005084
289,sample,190,26.037950380705297,0.66,1.5538543692427037e-05,0.1391581049807648,0.027878768856005084
290,sample,191,26.02057752199471,0.66,1.5538543692427037e-05,0.13916183161462367,0.02787860112005359
291,sample,192,25.9537124754861,0.66,1.5538543692427037e-05,0.13918177729474562,0.027879287369744574
292,sample,193,25.986535681411624,0.66,1.5538543692427037e-05,0.13918958089219644,0.027882444921904562
293,sample,194,25.929660826921463,0.66,1.5538543692427037e-05,0.13920250917443655,0.0278798345605979
294,sample,195,26.176888250745833,0.68,1.5538543692427037e-05,0.13920648486535334,0.02788152639324995
295,sample,196,25.95639737509191,0.7,1.5538543692427037e-05,0.13919718983868953,0.027880822894009324
296,sample,197,25.87137723620981,0.7,1.5538543692427037e-05,0.1391929564078889,0.027878856720760074
297,sample,198,25.9647749774158,0.7,1.5538543692427037e-05,0.1391812883929007,0.027880551553070315
298,sample,199,25.969834389165044,0.7,1.5538543692427037e-05,0.1391812883929007,0.027880551553070315
299,sample,200,26.045606992207468,0.68,1.5538543692427037e-05,0.1391812883929007,0.027880551553070315
