step,phase,step_in_phase,dt,accept_rate,step_size,sigma_range,sigma_bearing
171,sample,72,25.999860240146518,0.54,1.5538543692427037e-05,0.13926441579798138,0.02789305936958255
172,sample,73,26.166237101890147,0.52,1.5538543692427037e-05,0.13926441579798138,0.02789305936958255
173,sample,74,26.037757329642773,0.52,1.5538543692427037e-05,0.13926441579798138,0.02789305936958255
174,sample,75,26.073732774704695,0.5,1.5538543692427037e-05,0.13926441579798138,0.02789305936958255
175,sample,76,26.008451766334474,0.52,1.5538543692427037e-05,0.13926732415629584,0.027893971115347298
176,sample,77,26.005100985988975,0.5,1.5538543692427037e-05,0.13926732415629584,0.027893971115347298
177,sample,78,25.998985648155212,0.5,1.5538543692427037e-05,0.13928356100220027,0.02789454537326723
178,sample,79,25.947427036240697,0.52,1.5538543692427037e-05,0.13926671326984286,0.027895945849351126
179,sample,80,26.020130328834057,0.52,1.5538543692427037e-05,0.13926554329535318,0.027896107250056663
180,sample,81,26.015234767459333,0.52,1.5538543692427037e-05,0.13924183112963834,0.02789635633535271
181,sample,82,26.015691924840212,0.54,1.5538543692427037e-05,0.13926457779891582,0.027894651321923307
182,sample,83,25.9629591004923,0.56,1.5538543692427037e-05,0.13925794336096747,0.027891503863080556
183,sample,84,25.908295339904726,0.58,1.5538543692427037e-05,0.13926139400349188,0.027889346705242134
184,sample,85,25.87178919930011,0.6,1.5538543692427037e-05,0.13926551552719668,0.027886694351461586
185,sample,86,25.93321445863694,0.6,1.5538543692427037e-05,0.13924322330358435,0.02788949143109204
186,sample,87,25.91921786032617,0.6,1.5538543692427037e-05,0.13923681291590737,0.027888257409820538
187,sample,88,26.055098544806242,0.6,1.5538543692427037e-05,0.1392321287894842,0.027886785984407553
188,sample,89,26.219412038102746,0.58,1.5538543692427037e-05,0.1392321287894842,0.027886785984407553
189,sample,90,25.983829457312822,0.58,1.5538543692427037e-05,0.1392321287894842,0.027886785984407553
190,sample,91,25.90024750865996,0.58,1.5538543692427037e-05,0.13923778498675388,0.027886656307404976
191,sample,92,25.933119390159845,0.56,1.5538543692427037e-05,0.13923778498675388,0.027886656307404976
192,sample,93,25.983798323199153,0.56,1.5538543692427037e-05,0.13921621827385666,0.027885795341730548
193,sample,94,26.056203860789537,0.56,1.5538543692427037e-05,0.13922244967696826,0.02788707834143955
194,sample,95,25.92869573365897,0.58,1.5538543692427037e-05,0.13921255586060813,0.027889629833726996
195,sample,96,25.922137445770204,0.58,1.5538543692427037e-05,0.13922409047755063,0.027888845048326498
196,sample,97,25.878134137019515,0.58,1.5538543692427037e-05,0.1392188127926652,0.027889335304723043
197,sample,98,25.959625999443233,0.58,1.5538543692427037e-05,0.1392080411118055,0.027888959768083386
198,sample,99,25.879954339936376,0.6,1.5538543692427037e-05,0.1391982118424608,0.027886727138814262
199,sample,100,25.947239448316395,0.62,1.5538543692427037e-05,0.13919197055242755,0.027887894368232198
200,sample,101,25.948788871988654,0.62,1.5538543692427037e-05,0.1391908089220393,0.027889938044023656
201,sample,102,25.91290391422808,0.64,1.5538543692427037e-05,0.13918989388693057,0.027889818001004697
202,sample,103,25.948272379115224,0.66,1.5538543692427037e-05,0.13918820486205166,0.027889934026733964
203,sample,104,26.086693509481847,0.66,1.5538543692427037e-05,0.13918037296018354,0.027886165136530503
204,sample,105,25.939696935005486,0.66,1.5538543692427037e-05,0.1391884377433013,0.02788615705209581
205,sample,106,25.957876085303724,0.68,1.5538543692427037e-05,0.1391684333429223,0.027886503055974565
206,sample,107,25.99914518650621,0.68,1.5538543692427037e-05,0.1391684333429223,0.027886503055974565
207,sample,108,25.951178032904863,0.68,1.5538543692427037e-05,0.1391684333429223,0.027886503055974565
208,sample,109,26.01275455765426,0.68,1.5538543692427037e-05,0.1391684333429223,0.027886503055974565
209,sample,110,25.98035480733961,0.68,1.5538543692427037e-05,0.1391684333429223,0.027886503055974565
210,sample,111,25.98870428930968,0.68,1.5538543692427037e-05,0.1391684333429223,0.027886503055974565
211,sample,112,25.92321848217398,0.66,1.5538543692427037e-05,0.1391684333429223,0.027886503055974565
212,sample,113,26.033753232099116,0.66,1.5538543692427037e-05,0.13916134397371369,0.02788591460715642
213,sample,114,26.062498644925654,0.68,1.5538543692427037e-05,0.13916537649351987,0.027888051407857606
214,sample,115,26.118698965758085,0.68,1.5538543692427037e-05,0.13916360513555026,0.02788691852603872
215,sample,116,25.955508271232247,0.68,1.5538543692427037e-05,0.13916360513555026,0.02788691852603872
216,sample,117,25.943326823413372,0.68,1.5538543692427037e-05,0.13917895441174433,0.027890604612754895
217,sample,118,25.91682572476566,0.7,1.5538543692427037e-05,0.13916837520053413,0.027889501143620057
218,sample,119,26.08884015120566,0.72,1.5538543692427037e-05,0.13915736953660035,0.027889276101392132
219,sample,120,25.972836832515895,0.72,1.5538543692427037e-05,0.13916269402942053,0.027888098001353123
220,sample,121,25.945491469465196,0.72,1.5538543692427037e-05,0.13915964080057672,0.027891145391091773
221,sample,122,26.08741178177297,0.72,1.5538543692427037e-05,0.13913766771313532,0.0278901004765193
222,sample,123,25.947542722336948,0.74,1.5538543692427037e-05,0.13913378571403104,0.027890257048248032
223,sample,124,25.973624645732343,0.76,1.5538543692427037e-05,0.13914240294374386,0.027889893621234667
224,sample,125,25.99967357236892,0.78,1.5538543692427037e-05,0.1391608999652836,0.027889411153473213
225,sample,126,26.05034666042775,0.78,1.5538543692427037e-05,0.1391472164754643,0.0278886478460196
226,sample,127,26.016716943122447,0.8,1.5538543692427037e-05,0.13915503254774222,0.027888115507656325
227,sample,128,26.05312777031213,0.8,1.5538543692427037e-05,0.13916647528327833,0.027883840113221637
228,sample,129,26.031914845108986,0.8,1.5538543692427037e-05,0.13915961734390092,0.027886827165504283
229,sample,130,26.0835462808609,0.78,1.5538543692427037e-05,0.13915961734390092,0.027886827165504283
230,sample,131,26.00698370113969,0.78,1.5538543692427037e-05,0.1391596700265097,0.027884276110733155
231,sample,132,26.061978820711374,0.76,1.5538543692427037e-05,0.1391596700265097,0.027884276110733155
232,sample,133,26.023478619754314,0.76,1.5538543692427037e-05,0.13916913706435238,0.027883850485040107
233,sample,134,26.23619811423123,0.74,1.5538543692427037e-05,0.13916913706435238,0.027883850485040107
234,sample,135,26.099668600596488,0.74,1.5538543692427037e-05,0.13916603527529955,0.027884816738952406
235,sample,136,26.053472680971026,0.74,1.5538543692427037e-05,0.13916527512461221,0.027885202925694894
236,sample,137,26.089461107738316,0.74,1.5538543692427037e-05,0.13916566556120408,0.027885139924582823
237,sample,138,26.024228719994426,0.74,1.5538543692427037e-05,0.13917256532812822,0.027883140581972606
238,sample,139,25.957411031238735,0.76,1.5538543692427037e-05,0.13916435153857645,0.027883865228772158
239,sample,140,26.088881426490843,0.78,1.5538543692427037e-05,0.1391639374134751,0.0278826650594336
240,sample,141,26.109289969317615,0.78,1.5538543692427037e-05,0.13916011053229857,0.02788214151504497
241,sample,142,26.140451013110578,0.8,1.5538543692427037e-05,0.13915908681059472,0.027881563764273035
242,sample,143,25.978619296103716,0.8,1.5538543692427037e-05,0.13916263953898508,0.027879239870794263
243,sample,144,25.959950521588326,0.8,1.5538543692427037e-05,0.1391637719407985,0.027883388190440696
244,sample,145,25.947035739198327,0.78,1.5538543692427037e-05,0.1391637719407985,0.027883388190440696
245,sample,146,26.069897740148008,0.76,1.5538543692427037e-05,0.1391637719407985,0.027883388190440696
246,sample,147,25.99185454286635,0.76,1.5538543692427037e-05,0.13916807278849108,0.02788274459566414
247,sample,148,25.94847601559013,0.76,1.5538543692427037e-05,0.13916721239107,0.02788357964645396
248,sample,149,26.210495682433248,0.74,1.5538543692427037e-05,0.13916721239107,0.02788357964645396
249,sample,150,26.00213633198291,0.74,1.5538543692427037e-05,0.13918627240383202,0.027880407574998115
250,sample,151,25.975935614667833,0.72,1.5538543692427037e-05,0.13918627240383202,0.027880407574998115
251,sample,152,26.05368982627988,0.72,1.5538543692427037e-05,0.13921658066100592,0.027880813215311988
252,sample,153,25.974941049702466,0.72,1.5538543692427037e-05,0.13920488773199313,0.027882927036459573
253,sample,154,26.057851317338645,0.72,1.5538543692427037e-05,0.13921834570721375,0.02788340066760176
254,sample,155,25.948140344582498,0.72,1.5538543692427037e-05,0.1392023587991294,0.027881662494930758
255,sample,156,26.00577002391219,0.72,1.5538543692427037e-05,0.13920103431151504,0.027880448971568644
256,sample,157,26.001633047126234,0.72,1.5538543692427037e-05,0.13920103431151504,0.027880448971568644
257,sample,158,26.087505226954818,0.74,1.5538543692427037e-05,0.13921291799273952,0.027879052558226234
258,sample,159,26.095287639647722,0.74,1.5538543692427037e-05,0.13921291799273952,0.027879052558226234
259,sample,160,26.064502690918744,0.76,1.5538543692427037e-05,0.13920436503690478,0.027879879898593415
260,sample,161,26.036138945259154,0.78,1.5538543692427037e-05,0.13919926138829997,0.02788253094976997
261,sample,162,26.044992894865572,0.8,1.5538543692427037e-05,0.1392020078754433,0.027879277800844496
262,sample,163,26.073930910788476,0.8,1.5538543692427037e-05,0.13919469610477817,0.027880510044165516
263,sample,164,26.26743313111365,0.8,1.5538543692427037e-05,0.13919857678069347,0.027879609080068996
264,sample,165,26.121876146644354,0.78,1.5538543692427037e-05,0.13919857678069347,0.027879609080068996
265,sample,166,26.115001110360026,0.8,1.5538543692427037e-05,0.13919899431256183,0.02788029518893088
266,sample,167,26.125945821404457,0.78,1.5538543692427037e-05,0.13919899431256183,0.02788029518893088
267,sample,168,26.082382733933628,0.78,1.5538543692427037e-05,0.13920466791634517,0.027880814668859614
268,sample,169,26.0529795717448,0.76,1.5538543692427037e-05,0.13920466791634517,0.027880814668859614
269,sample,170,26.070970070548356,0.74,1.5538543692427037e-05,0.13920466791634517,0.027880814668859614
270,sample,171,26.025109968148172,0.72,1.5538543692427037e-05,0.13920466791634517,0.027880814668859614
271,sample,172,26.086251080967486,0.7,1.5538543692427037e-05,0.13920466791634517,0.027880814668859614
272,sample,173,26.05366094969213,0.7,1.5538543692427037e-05,0.13920300324655138,0.027878074560888377
273,sample,174,26.007398705929518,0.7,1.5538543692427037e-05,0.13920489993227492,0.027878977815450682
274,sample,175,25.968045021407306,0.7,1.5538543692427037e-05,0.13919989834933852,0.02788084664274894
275,sample,176,26.0005703009665,0.7,1.5538543692427037e-05,0.13918703178439726,0.027881072488188198
276,sample,177,26.006633709184825,0.7,1.5538543692427037e-05,0.1391862241725595,0.02788013983389046
277,sample,178,25.974470204673707,0.68,1.5538543692427037e-05,0.1391862241725595,0.02788013983389046
