step,phase,step_in_phase,dt,accept_rate,step_size,alpha,sigma,beta
26,burn-in,27,1.3093408234417439,0.9629629629629629,0.19199959318878237,0.9022027328007225,1.5007831804140577,0.6143996607856311
27,burn-in,28,1.322922881692648,0.9642857142857143,0.2349494116679769,0.5038320363780637,2.5615961079496286,0.433673616001828
28,burn-in,29,1.3095963597297668,0.9655172413793104,0.3015793842715066,1.323665938455805,1.4881312352263585,0.36070973146937335
29,burn-in,30,1.3148326557129622,0.9666666666666667,0.3793833274550613,1.0683992152178123,2.0929607639765693,0.4220262721997759
30,burn-in,31,1.3121947031468153,0.967741935483871,0.4830403226230599,0.5923882627214986,0.9721922663841435,0.5347669878704672
31,burn-in,32,1.3105105934664607,0.96875,0.3377845795790572,2.1448359547181814,0.8482693005521325,0.4842152891678326
32,burn-in,33,1.296486440114677,0.9696969696969697,0.39848850666996527,0.30403016435249886,0.9790871862664792,0.434008213727643
33,burn-in,34,1.3015789920464158,0.9705882352941176,0.5042783545764907,2.0055251166979517,0.814308922653473,0.5320983212058624
34,burn-in,35,1.3030127417296171,0.9714285714285714,0.5307549246830934,0.3497329268899454,0.9952073191174639,0.37095394258330927
35,burn-in,36,1.2971995612606406,0.9722222222222222,0.3997973537401872,2.6431464448701214,1.3948241835479795,0.4779877543803811
36,burn-in,37,1.3078794702887535,0.972972972972973,0.4791207772247941,0.2645753869993467,0.5743393288752825,0.5105792634180406
37,burn-in,38,1.3072029231116176,0.9736842105263158,0.6012733062889053,2.595375626855932,1.486995099100286,0.5473087269932302
38,burn-in,39,1.298379640094936,0.9743589743589743,0.7520510116539794,0.38500518712321685,1.3793333994175874,0.507178930917737
39,burn-in,40,1.295406898483634,0.95,0.7731624294771117,0.38500518712321685,1.3793333994175874,0.507178930917737
40,burn-in,41,1.2842451417818666,0.9512195121951219,0.9622683087448642,0.6188240645462403,2.2572480006041054,0.4113365501543359
41,burn-in,42,1.285423481836915,0.9285714285714286,0.11483150992906248,0.6188240645462403,2.2572480006041054,0.4113365501543359
42,burn-in,43,1.2980712931603193,0.9302325581395349,0.1444891273662665,0.6630843562424512,2.1259657952958912,0.45193256393867864
43,burn-in,44,1.3059608647599816,0.9318181818181818,0.18122290420154813,0.9151343157010987,1.5072302827777766,0.43122583782448864
44,burn-in,45,1.3038551593199372,0.9333333333333333,0.22658702879978457,0.7727810556326373,1.423245584756817,0.48576693876091387
45,burn-in,46,1.3127721212804317,0.9347826086956522,0.2772018845351965,1.2650073758027,0.8305608325953525,0.6783622343686568
46,burn-in,47,1.3122295895591378,0.9361702127659575,0.3445702763964985,1.469079840281705,0.8397183720234399,0.43032454876026405
47,burn-in,48,1.2904595462605357,0.9375,0.4034584600690597,0.520104187912942,1.5848584825193404,0.5087320562394165
48,burn-in,49,1.2952232090756297,0.9387755102040817,0.460807972282239,1.35191280421255,0.5635944366276368,0.4747731188218145
49,burn-in,50,1.2903907727450132,0.94,0.5428390098706978,0.5139575957757655,1.5516251440102264,0.46590219368750463
50,burn-in,51,1.2959955772385001,0.92,0.49670233989639556,0.5139575957757655,1.5516251440102264,0.46590219368750463
51,burn-in,52,1.307472463697195,0.92,0.61100469727721,1.4069623814142733,0.6378005932066294,0.317839213526657
52,burn-in,53,1.2773752706125379,0.92,0.6449812606106636,0.4132147542815989,0.9573696501348173,0.6209608664892508
53,burn-in,54,1.2824630923569202,0.9,0.22617963874108735,0.4132147542815989,0.9573696501348173,0.6209608664892508
54,burn-in,55,1.2820437960326672,0.9,0.27861814920706096,0.9292069670712338,0.8705270471232841,0.29265196971959184
55,burn-in,56,1.2898284681141376,0.9,0.3423561893675806,0.6739985786644281,0.8821549671714745,0.6762712177366559
56,burn-in,57,1.2903137682005763,0.9,0.4049743818710211,0.8676724235587235,1.5025717568167691,0.36086398282367893
57,burn-in,58,1.2837774911895394,0.88,0.4047671952136301,0.8676724235587235,1.5025717568167691,0.36086398282367893
58,burn-in,59,1.2902550203725696,0.88,0.3644619459846317,1.7504891875429562,2.0505071289649206,0.672019462330604
59,burn-in,60,1.2877394938841462,0.88,0.4450906994789219,2.7326961466896305,1.1262881795797295,0.46849339979708404
60,burn-in,61,1.2934744833037257,0.88,0.5423334871690116,0.4238490407227712,0.8582007444424915,0.4139109193276371
61,burn-in,62,1.295128934085369,0.88,0.5203258661220574,1.5629549204394861,0.9927328763740761,0.9066102334852689
62,burn-in,63,1.2889525229111314,0.88,0.4512466436005159,0.4115201623800202,1.6981322782546098,0.8955368717722602
63,burn-in,64,1.2794956071302295,0.88,0.5481007633368363,1.6500547139011121,0.6211355823473275,0.33702181760805644
64,burn-in,65,1.298179218545556,0.88,0.6488688789438121,0.39292153418890696,1.3157631158124177,0.46655786282747413
65,burn-in,66,1.2980628237128258,0.88,0.7849908049686267,1.0317573212205549,1.7885340908309075,0.6027344722022229
66,burn-in,67,1.280334404669702,0.88,0.7670447090470507,1.4773616453677687,1.604481806356961,0.5573352050755447
67,burn-in,68,1.285328601486981,0.88,0.9253759192395864,1.5965743667290606,0.8039483618829376,0.45612614395188705
68,burn-in,69,1.2840268006548285,0.88,0.2722981034938726,1.6675784594816416,1.006089952727423,1.017108164560382
69,burn-in,70,1.2911648117005825,0.88,0.3021491174586877,2.1587620412252395,1.2434749591414331,0.1895677086327745
70,burn-in,71,1.2902476117014885,0.88,0.36534970901311714,1.2772864968952282,0.6834702740106822,1.1793677597336878
71,burn-in,72,1.2913965387269855,0.88,0.37652076885930197,1.802451446313683,1.058650486426421,0.1832376266040282
72,burn-in,73,1.2933553075417876,0.88,0.3246173693512721,1.3863368133209981,0.8342341205347168,1.407341084082474
73,burn-in,74,1.2916982285678387,0.88,0.39131283742806283,0.7760488792046937,0.7038845435208559,0.42659141035440584
74,burn-in,75,1.2872815718874335,0.88,0.43080941093457625,1.3858916245222535,1.097264545684855,0.5269403633439286
75,burn-in,76,1.2804863741621375,0.9,0.5150855973954809,0.5032145075758381,0.7465957893101891,0.38928372618480983
76,burn-in,77,1.2875839853659272,0.9,0.6178833682030084,1.3723686793440042,1.0456861169179694,0.44404767224063013
77,burn-in,78,1.2957671619951725,0.9,0.5813877273780933,1.9253721691916508,1.1220126452296384,0.3910940636212117
78,burn-in,79,1.2963191643357277,0.9,0.5301990221686207,0.36369077073514167,1.4700891001596283,0.3305840378653382
79,burn-in,80,1.2775351079180837,0.9,0.4381273988936936,1.8762831374169744,0.5740308231911901,0.5706949853610368
80,burn-in,81,1.2978156199678779,0.9,0.4381273988936936,0.37455502368634735,2.3948126264460443,0.372483005596264
81,burn-in,82,1.3164708632975817,0.9,0.4381273988936936,1.8107491846030925,0.3126795839863288,0.6343171657436584
82,burn-in,83,1.3148403717204928,0.9,0.4381273988936936,0.41974112509509576,2.5032607027609193,0.48571723191007526
83,burn-in,84,1.310234921053052,0.9,0.4381273988936936,1.609362409037183,0.30470741660166756,0.7969559251031602
84,burn-in,85,1.3174634482711554,0.9,0.4381273988936936,0.4602096625914935,2.663431611014006,0.4050814606433821
85,burn-in,86,1.3046046551316977,0.9,0.4381273988936936,2.2522514173796546,0.2816599918066135,0.5757571297538987
86,burn-in,87,1.308278608135879,0.9,0.4381273988936936,0.3806411106196288,2.6004988276396133,0.4277183272130213
87,burn-in,88,1.308026841841638,0.9,0.4381273988936936,1.845084320167264,0.42590204341750754,1.1539283274645638
88,burn-in,89,1.3092235773801804,0.9,0.4381273988936936,0.3982159490614845,1.9061381860615894,0.20175514887273993
89,burn-in,90,1.3075807057321072,0.92,0.4381273988936936,1.687699043096896,0.4420038003295651,1.0344843712972505
90,burn-in,91,1.311384896747768,0.92,0.4381273988936936,0.40710085258052997,2.15218975541095,0.22673332582454842
91,burn-in,92,1.2979375468567014,0.94,0.4381273988936936,1.6559263528796466,0.42426376620330636,1.0590109220407165
92,burn-in,93,1.285349354147911,0.94,0.4381273988936936,0.40831565354155797,1.90774338630258,0.4586609069405948
93,burn-in,94,1.305871388874948,0.94,0.4381273988936936,1.8430390969441726,0.4473716811690136,0.43737726902048535
94,burn-in,95,1.2957809157669544,0.94,0.4381273988936936,0.6320083777960185,2.0261883300717645,0.5090095271324685
95,burn-in,96,1.2952060252428055,0.94,0.4381273988936936,1.1393336866578645,0.4069491420555557,0.4001760008404788
96,burn-in,97,1.2822010116651654,0.94,0.4381273988936936,0.6055549307403277,2.103896044959256,0.49962884316994705
97,burn-in,98,1.293595552444458,0.94,0.4381273988936936,1.2689202077571096,0.3962085593083099,0.4049388501570661
98,burn-in,99,1.2915088227018714,0.94,0.4381273988936936,0.6303442357866128,3.1786904017443534,0.9451825086839127
99,burn-in,100,1.284268932417035,0.94,0.4381273988936936,1.6545335313678449,0.7206042654762399,0.21749599808868011
100,sample,1,1.2811692310497165,0.96,0.4381273988936936,0.44709411932423815,1.1367007407533392,0.9579604560528159
101,sample,2,1.2844521440565586,0.96,0.4381273988936936,1.6537503091752292,0.7567989028450681,0.22033529750954514
102,sample,3,1.2750962283462286,0.96,0.4381273988936936,0.41594903046609394,1.803245429453357,0.9747966192810625
103,sample,4,1.286207408644259,0.98,0.4381273988936936,1.649673197245958,0.45621523585671153,0.2614174478226245
104,sample,5,1.2869323575869203,0.98,0.4381273988936936,0.4119499919903584,2.118842905401299,1.1409829302326981
105,sample,6,1.282454464584589,0.98,0.4381273988936936,1.6525706049851698,0.5375399824262284,0.6797413377632976
106,sample,7,1.2868388500064611,0.98,0.4381273988936936,0.4269577817487638,1.7857774495086758,0.2952378697731963
107,sample,8,1.2874770164489746,1.0,0.4381273988936936,1.8654287216472039,0.447854185661678,1.1638618597933128
108,sample,9,1.2791860653087497,1.0,0.4381273988936936,0.36229074024435215,2.683191928807433,0.19044432597455893
109,sample,10,1.2768269451335073,1.0,0.4381273988936936,1.8362015897927866,0.5652573521238411,1.2022158701440857
110,sample,11,1.2898699091747403,1.0,0.4381273988936936,0.3796673585676616,1.4326814672198118,0.19180663092793027
111,sample,12,1.28929247520864,1.0,0.4381273988936936,1.7728800514783327,0.923855859519236,1.1008497556519343
112,sample,13,1.3064079890027642,1.0,0.4381273988936936,0.37944258817177645,0.8989334508369721,0.19779507936178498
113,sample,14,1.3023043181747198,1.0,0.4381273988936936,1.8561727490918694,0.9153252282263191,1.2531986211148853
114,sample,15,1.3060648972168565,1.0,0.4381273988936936,0.4559595671961032,1.6216582309083132,0.16740575805200006
115,sample,16,1.296296026557684,1.0,0.4381273988936936,1.742035230704793,0.5044787820995549,1.2963551110572342
116,sample,17,1.3069881796836853,1.0,0.4381273988936936,0.38740952510725785,1.6348804831745873,0.1928983093560957
117,sample,18,1.2934513129293919,1.0,0.4381273988936936,2.0394048255801276,0.6227713170964547,1.4014942463980895
118,sample,19,1.2873125430196524,1.0,0.4381273988936936,1.253967469599541,1.368255255898516,0.35612578120029625
119,sample,20,1.293920885771513,1.0,0.4381273988936936,0.8969540363368712,0.6320374699374296,0.6204339097664129
120,sample,21,1.2870043953880668,1.0,0.4381273988936936,0.8072485559172801,1.4485035343272492,0.5831790262632918
121,sample,22,1.2897425629198551,1.0,0.4381273988936936,0.8891389216312352,0.5583473335751915,0.3481755806900869
122,sample,23,1.281237507238984,1.0,0.4381273988936936,0.7786443273653286,1.7512802327053385,0.6184439148082584
123,sample,24,1.288963901810348,1.0,0.4381273988936936,1.1360347293829347,2.075987307558962,0.3657916527508965
124,sample,25,1.286548439413309,1.0,0.4381273988936936,1.322585654520263,0.3725788877132167,0.5560823133562031
125,sample,26,1.2876126421615481,1.0,0.4381273988936936,0.5180511341978166,2.4565675219794656,0.5255235049542151
126,sample,27,1.2803625594824553,1.0,0.4381273988936936,1.848464939151062,0.30202694619406767,0.3828245174872629
127,sample,28,1.296826422214508,1.0,0.4381273988936936,0.37347217477105443,2.4887704914854574,0.6961488159996404
128,sample,29,1.2827742965891957,1.0,0.4381273988936936,2.2832758520993988,0.5809832908778275,0.28873218981172444
129,sample,30,1.293583775870502,1.0,0.4381273988936936,2.6141592770238984,1.502405952471565,0.8445540469273234
130,sample,31,1.3026363719254732,1.0,0.4381273988936936,0.40567620852039443,0.7617279958004932,0.392695417325758
131,sample,32,1.2875440437346697,1.0,0.4381273988936936,2.1500957011897195,1.079980875068789,0.7622590659231391
132,sample,33,1.2948780236765742,1.0,0.4381273988936936,0.3147559249973678,0.8818585542088417,0.3803381839714108
133,sample,34,1.293390778824687,0.98,0.4381273988936936,0.3147559249973678,0.8818585542088417,0.3803381839714108
134,sample,35,1.2942592883482575,0.98,0.4381273988936936,3.1774036744961376,0.9416487317432284,0.6067666890625446
135,sample,36,1.3096965458244085,0.98,0.4381273988936936,0.5558455391141871,0.9373503422649707,0.4896769967569301
136,sample,37,1.3063682541251183,0.96,0.4381273988936936,0.5558455391141871,0.9373503422649707,0.4896769967569301
137,sample,38,1.3079414665699005,0.96,0.4381273988936936,1.3046020507085014,0.8864023447387791,0.4776110772055684
138,sample,39,1.3049743305891752,0.94,0.4381273988936936,1.3046020507085014,0.8864023447387791,0.4776110772055684
139,sample,40,1.300588296726346,0.94,0.4381273988936936,0.5943122537609077,0.9836823933782557,0.562677150123578
140,sample,41,1.2814790736883879,0.94,0.4381273988936936,1.1778374712961357,0.8703677117924734,0.4352769436020046
141,sample,42,1.2918559620156884,0.94,0.4381273988936936,0.5857668673905396,0.9473142930433338,0.5303052067266771
142,sample,43,1.2800675174221396,0.94,0.4381273988936936,1.1772144841720915,0.9479409121815983,0.4087035971870281
143,sample,44,1.2920155730098486,0.94,0.4381273988936936,1.6573255419635389,0.9240206372246051,0.49807389293315174
144,sample,45,1.2946533625945449,0.94,0.4381273988936936,0.45930698727240793,0.8897734575796153,0.41716696694788635
145,sample,46,1.2965179095044732,0.94,0.4381273988936936,1.490905875162745,0.9409544095600982,0.7917237644012156
146,sample,47,1.293034096248448,0.94,0.4381273988936936,0.4904264594022064,0.8926905513922729,0.28340655822081257
147,sample,48,1.2883847206830978,0.94,0.4381273988936936,1.513976868669068,0.9212153013442924,0.8530515863844106
148,sample,49,1.2849134868010879,0.94,0.4381273988936936,0.46603850175173545,1.3595040107084666,0.2999560365218168
149,sample,50,1.2899838285520673,0.94,0.4381273988936936,1.4612591145555955,1.989520417628034,0.6784185114387508
150,sample,51,1.2728677690029144,0.92,0.4381273988936936,1.4612591145555955,1.989520417628034,0.6784185114387508
151,sample,52,1.2965363897383213,0.92,0.4381273988936936,0.4663430407841022,0.3931977046895959,0.5666603568257959
152,sample,53,1.2916267653927207,0.92,0.4381273988936936,1.8629686877136633,2.170158374561871,0.353059349840642
153,sample,54,1.281910934485495,0.92,0.4381273988936936,0.4189485142148119,0.3625983443301832,0.710949335652009
154,sample,55,1.2953747706487775,0.92,0.4381273988936936,1.621320181868832,2.294216404823038,0.31537740701675465
155,sample,56,1.299181817099452,0.92,0.4381273988936936,0.5996997557869826,1.2214882541034522,0.6712466790465212
156,sample,57,1.2829982163384557,0.92,0.4381273988936936,1.9939375275220252,2.419316661559475,0.3250821276906511
157,sample,58,1.3001061957329512,0.92,0.4381273988936936,1.5560547903378745,0.3082742068808903,0.8862589761003657
158,sample,59,1.2976424312219024,0.92,0.4381273988936936,0.9593684904135955,2.4372602967431756,0.37352742344377343
159,sample,60,1.295595538802445,0.92,0.4381273988936936,1.0763034293930203,0.46794504963728767,0.8459939750264928
160,sample,61,1.3023336306214333,0.92,0.4381273988936936,0.9520778194070278,1.9647385135489093,0.3659880071524283
161,sample,62,1.3023611921817064,0.92,0.4381273988936936,0.727752816202648,0.4871581153704037,0.5663074060881546
162,sample,63,1.3056205455213785,0.92,0.4381273988936936,1.321207684170479,1.8737728930501532,1.1021026661014028
163,sample,64,1.2946598967537284,0.92,0.4381273988936936,0.5993673369325803,1.4172714985524664,0.19074673628638195
164,sample,65,1.3024587342515588,0.92,0.4381273988936936,1.2848932277722196,0.7100669307398716,1.0986687656688887
165,sample,66,1.3050056248903275,0.92,0.4381273988936936,0.9255352769291614,1.2639812875203718,0.3138415935884244
166,sample,67,1.292838091030717,0.92,0.4381273988936936,1.252433388687475,0.6449997048630947,0.9275513831875246
167,sample,68,1.2945381067693233,0.92,0.4381273988936936,0.6778742350722613,1.2670184587069802,0.26495260483808913
168,sample,69,1.2896372899413109,0.92,0.4381273988936936,1.168744580306837,0.671408583109979,1.177619887787614
169,sample,70,1.2841080650687218,0.92,0.4381273988936936,0.5958029974828747,1.6023226443055305,0.44052067020673913
170,sample,71,1.2851126473397017,0.92,0.4381273988936936,1.8365981859645062,0.6551149878091873,0.4537840700681092
171,sample,72,1.2917309906333685,0.92,0.4381273988936936,0.3625059196538157,1.284168773440847,0.47082542316134035
172,sample,73,1.2958574006333947,0.92,0.4381273988936936,1.9419010070884555,0.7013729897564398,0.486697739577185
173,sample,74,1.2973387772217393,0.92,0.4381273988936936,0.3923497899337194,1.1730026317346374,0.5095893769852581
174,sample,75,1.2868069848045707,0.92,0.4381273988936936,1.7489138197224527,0.8127063438002196,0.5291842360683168
175,sample,76,1.2822932824492455,0.92,0.4381273988936936,0.4349837057947678,1.0702468843505242,0.6926212435433667
176,sample,77,1.287648326717317,0.92,0.4381273988936936,1.5680742984510216,1.1660100747872406,0.30658581194321477
177,sample,78,1.2926536416634917,0.92,0.4381273988936936,1.2678492171492979,0.7359006770251411,0.6818404688363464
178,sample,79,1.2812909595668316,0.92,0.4381273988936936,0.7806027349868936,1.2439187101004423,0.32107108588168914
179,sample,80,1.28850753698498,0.92,0.4381273988936936,0.888667589367379,0.6685071268670884,0.6305819583477154
180,sample,81,1.2898838063701987,0.92,0.4381273988936936,1.3437910979278307,1.2353644725042552,0.39284520210106316
181,sample,82,1.2844789726659656,0.92,0.4381273988936936,2.2045243017891827,0.7046401397102986,0.7346356884353666
182,sample,83,1.2940023504197598,0.92,0.4381273988936936,0.2923120194742994,1.397312207492359,0.3047954063352607
183,sample,84,1.2791227428242564,0.94,0.4381273988936936,2.2876628837980864,0.6436541378961276,0.8867847683703651
184,sample,85,1.2940441723912954,0.94,0.4381273988936936,0.44178733179022694,1.4317020739855002,0.7462855282059964
185,sample,86,1.3044445058330894,0.94,0.4381273988936936,2.073047825190912,1.1656060037137799,0.292436269085498
186,sample,87,1.2850766014307737,0.96,0.4381273988936936,0.3152654671648513,0.7224376594442271,0.6929374414834878
187,sample,88,1.2844008207321167,0.96,0.4381273988936936,2.075057234280055,1.177942018250641,0.482727087387447
188,sample,89,1.3023581895977259,0.98,0.4381273988936936,0.38279590930426605,0.7100988884339522,0.41223985149885045
189,sample,90,1.2936888867989182,0.98,0.4381273988936936,2.3087433682510907,1.199854766798935,0.5804674681997419
190,sample,91,1.306439334526658,0.98,0.4381273988936936,0.5116052891746361,0.683776620345153,0.40182999875999903
191,sample,92,1.2975324606522918,0.98,0.4381273988936936,1.3896229677689165,1.257505050707149,0.50696900215586
192,sample,93,1.3117255046963692,0.98,0.4381273988936936,0.8439110375144633,0.6532649585313437,0.657957090932801
193,sample,94,1.3005600273609161,0.98,0.4381273988936936,0.8897343903456494,1.3681160271869597,0.3300628314714407
194,sample,95,1.301553306169808,0.98,0.4381273988936936,0.8938312844721027,1.069485430733259,0.6186974493946262
195,sample,96,1.314188283868134,0.98,0.4381273988936936,1.050035653392087,0.7728577274684694,0.5212324193573834
196,sample,97,1.3089732332155108,0.98,0.4381273988936936,0.6876651746718917,1.0860986268597361,1.0425223694736876
197,sample,98,1.3163628885522485,0.98,0.4381273988936936,1.1498616908180714,0.7547436803467558,0.23482473533866866
198,sample,99,1.3118736986070871,0.98,0.4381273988936936,0.6919192890076775,1.201550955119204,1.1221764568166566
199,sample,100,1.3054975401610136,0.98,0.4381273988936936,1.0501043139845414,0.779543127532908,0.1909104868527798
200,sample,101,1.2993554789572954,1.0,0.4381273988936936,0.6587396856140572,1.3154829120374187,1.355074738439372
201,sample,102,1.2992230514064431,1.0,0.4381273988936936,1.0493435837640703,0.6231855719910844,0.34386391710967235
202,sample,103,1.2950551714748144,1.0,0.4381273988936936,0.6607273202573141,1.3155052759599548,0.6068165688732531
203,sample,104,1.3072348022833467,1.0,0.4381273988936936,1.124086300094889,0.8679343544883155,0.34207825843895656
204,sample,105,1.3040377302095294,1.0,0.4381273988936936,0.7417485127639404,0.949310973758265,0.8807524332233903
205,sample,106,1.2952515222132206,1.0,0.4381273988936936,1.3752314159277736,0.8809493107047586,0.3514282156696821
206,sample,107,1.2815598603338003,1.0,0.4381273988936936,0.5269348516509538,1.174144749286314,0.5825894786422479
207,sample,108,1.2948710704222322,1.0,0.4381273988936936,1.6486854100518125,0.7147504853971213,0.4735664370164854
208,sample,109,1.2910052863880992,1.0,0.4381273988936936,0.5091875598875335,1.148527144791315,0.4815451039283722
209,sample,110,1.2826776904985309,1.0,0.4381273988936936,1.392081389731621,0.7127587898541503,0.4110552588111538
210,sample,111,1.3001225562766194,1.0,0.4381273988936936,0.5815950804192512,1.193639561855804,0.4819436317263598
211,sample,112,1.2832818180322647,1.0,0.4381273988936936,1.271824347747064,0.6850150255698506,0.4287296481196614
212,sample,113,1.2870209598913789,1.0,0.4381273988936936,0.5795724012829739,1.1955072905058188,0.5305732497188074
213,sample,114,1.2766043851152062,1.0,0.4381273988936936,1.225864095660979,0.9861417883930408,0.4108924475675574
214,sample,115,1.2807844569906592,1.0,0.4381273988936936,0.561850935708943,0.8537826943012427,0.4820340258263179
215,sample,116,1.2814898686483502,1.0,0.4381273988936936,1.3618933422816875,1.1122326541750023,0.4141615438273265
216,sample,117,1.284897280856967,1.0,0.4381273988936936,1.1469051533501409,1.7061920486939601,0.7171711747031372
217,sample,118,1.2920026201754808,1.0,0.4381273988936936,0.7083509896874317,0.4673787744149141,0.327251959030594
218,sample,119,1.2856117049232125,1.0,0.4381273988936936,1.1267377731954176,1.7069078355388876,0.6265590088903518
219,sample,120,1.2964533809572458,1.0,0.4381273988936936,0.6663100673942263,0.4680653029449261,0.34392126675624857
220,sample,121,1.308073920197785,1.0,0.4381273988936936,1.0486761179212363,2.3779331936392762,0.5785826490245404
221,sample,122,1.3029012465849519,1.0,0.4381273988936936,1.1153626844173223,0.32734668109477155,0.3893257836809763
222,sample,123,1.308536603115499,1.0,0.4381273988936936,0.6323590343316501,2.34617215563725,0.5282201809378827
223,sample,124,1.309429065324366,1.0,0.4381273988936936,1.2511596040836774,0.36905484677895717,0.47498498953565105
224,sample,125,1.3156693233177066,1.0,0.4381273988936936,1.523989971774313,2.0912293683429093,0.4521530532781042
225,sample,126,1.301389830186963,1.0,0.4381273988936936,0.5654618098815378,0.37817985490851985,1.1914679560973065
226,sample,127,1.3146390113979578,1.0,0.4381273988936936,1.3571171511682276,2.0476131444023427,0.28384799584721077
227,sample,128,1.307685318402946,1.0,0.4381273988936936,0.8232584103155053,0.5391913851903142,0.7372336837399773
228,sample,129,1.3135352730751038,1.0,0.4381273988936936,0.9011468346820782,2.1218443986518447,0.2759174428396097
229,sample,130,1.3161472724750638,1.0,0.4381273988936936,0.8783839749133225,0.45117655033746384,0.7494657139347902
230,sample,131,1.3041045870631933,1.0,0.4381273988936936,0.7882516753007665,1.8879167654062274,1.0892275123219104
231,sample,132,1.302145472727716,1.0,0.4381273988936936,0.9954544349433139,0.6596525579314481,0.2655422611378034
232,sample,133,1.300426977686584,1.0,0.4381273988936936,0.8700902473705867,1.23735026977368,0.7881357222314239
233,sample,134,1.313666619360447,1.0,0.4381273988936936,0.887806245074536,0.8305014553539779,0.3693864768271295
234,sample,135,1.3106128452345729,1.0,0.4381273988936936,0.7921808253664384,1.0544593242888771,0.726380169633913
235,sample,136,1.3149534473195672,1.0,0.4381273988936936,0.8747129901421786,0.7970396486417441,0.6948241545662399
236,sample,137,1.310585250146687,1.0,0.4381273988936936,0.7918744227140753,1.0315894383709954,0.43482778086686635
237,sample,138,1.291576142422855,1.0,0.4381273988936936,0.9623166136816885,0.8757893320942386,0.4891147187181085
238,sample,139,1.2868576105684042,1.0,0.4381273988936936,0.7966391282166412,0.9791817578162814,0.5756346871421708
239,sample,140,1.2931936094537377,1.0,0.4381273988936936,0.8693180014870064,0.8634059106269721,0.34803312875124487
240,sample,141,1.289987264201045,1.0,0.4381273988936936,0.8154912109449721,0.9531427417191651,1.211511889024245
241,sample,142,1.2848347667604685,1.0,0.4381273988936936,0.8504445010904329,0.8642241523114121,0.18500278504345713
242,sample,143,1.2998143937438726,1.0,0.4381273988936936,0.8354023125772493,1.0730349959006704,1.2770837662340147
243,sample,144,1.2950806124135852,1.0,0.4381273988936936,0.8310740496479295,2.020917733359155,0.1955821384265003
244,sample,145,1.295248663984239,0.98,0.4381273988936936,0.8310740496479295,2.020917733359155,0.1955821384265003
245,sample,146,1.2816919051110744,0.98,0.4381273988936936,0.942209974543975,0.6669247610134316,1.3104162504566879
